Comuna,Poblacion,Infectados,Suceptibles,Expuestos,Asintomaticos,UCI,Muerto,Recuperados,Cuarentenados,Time,Prevalencia,K_g,p_G,K_0,Fecha,Cuarentena,Estrategia
puchuncavi,18546,0.18254716850273703,18540.632173398564,3.8701099258746687,1.3151695070595046,0,0,0,0,4,0.9842940175926723,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
putaendo,16754,2.0247300346093944,16739.218782395088,5.807105987547111,4.259658245071219,0.12069999580718269,0.008446070500622686,2.560577271376202,0,4,12.08505452196129,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
quillota,90517,23.083550623133004,90333.51940929623,80.1889302722395,54.52791461396765,1.2442771536012653,0.08885093624396317,24.347067104583083,0,4,25.501895360134565,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
quilpue,151708,23.79743360694404,151504.42486430076,93.40860508873322,57.78726662718695,1.318074543470964,0.09243639661413638,27.171319436300543,0,4,15.68634060625942,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
quintero,31923,2.695998447679624,31886.74160522317,19.484291954216157,9.374718322088544,0.11306419059896561,0.008075612592658956,4.582246249658549,0,4,8.445316692289648,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
rinconada,10207,3.7843066718642677,10185.885130497674,6.6961605068850325,7.222828655067873,0.20600020023088939,0.015169948977101852,3.2304035193014955,0,4,37.075601762165846,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
san antonio,91350,33.13739190024589,91071.26765473088,132.39507578382822,83.80691658959788,1.6727185331643586,0.11997618932410019,27.60026627296352,0,4,36.2751963877897,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
san esteban,18855,0.354691146568006,18844.937412218744,7.148229635578283,2.559666999108114,0,0,0,0,4,1.881151665701437,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
san felipe,76844,7.702261725175083,76752.53262803797,50.32552237999705,25.32892872282853,0.3181379716917054,0.02319971081236833,7.769321451520022,0,4,10.023244137701164,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
santa maria,15241,0.25485119140236934,15231.792583637969,5.113464738562119,1.8391004320674,0,0,2,0,4,1.6721421914727992,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
santo domingo,10900,12.835670448546365,10849.459956032486,5.230764580770463,17.745794498247466,0.8101634452216733,0.057412560469169406,13.860238434258466,2.057791150141478e-15,4,117.75844448207674,2.6906201375762078,0.049999999999999996,0.5,2020-04-18,Cuarentena,Cuarentena dinámica
valparaiso,296655,45.36253484870613,296170.8943076413,246.7230448942281,133.75785334879865,2.158971449228111,0.15394569561638133,55.949342122083465,0,4,15.291343428799829,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
villa alemana,126548,10.032469967779175,126427.79863689032,63.457865687273255,31.90584174274843,0.4480828729176862,0.03209754722757446,14.325005291737291,0,4,7.927798122277061,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
viña del mar,334248,82.68250537183158,333480.4405726373,368.8472917481987,215.42274225944496,4.452088950214873,0.31184403747442424,95.84295499550073,0,4,24.736873630307908,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
zapallar,7339,0.0736506843535197,7337.055988163496,1.3415246121280515,0.5288365400221308,0,0,0,0,4,1.003552041879271,11.549922201219323,0.39999999999999997,0,2020-04-18, Sin cuarentena,Cuarentena dinámica
algarrobo,13817,6.094035505484842,13767.923828620413,18.112977314786644,12.889479217180558,0.40219653336811173,0.036003606465741834,11.541479202299906,0,5,44.105344904717676,11.549922201219323,0.39999999999999997,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
cabildo,19388,0.841340680862963,19377.920106590325,6.1790544818828375,2.956322825030089,0.004896662120355899,0,0.09827875977688333,0,5,4.339491855080271,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
calera,50554,13.863118891667456,50439.592421930225,50.092672652015146,31.86857976580031,0.7859679801109573,0.0736499737620014,17.72358880642262,0,5,27.422397617730457,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
calle larga,14832,4.7137290048226355,14801.956616392996,11.272479235809392,9.105628799837914,0.28915123369701645,0.027845152077678497,4.674550180761174,0,5,31.780805048696305,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
cartagena,22738,7.8503494103742355,22665.860464783425,37.87665577798856,21.179972629655435,0.3733030583572269,0.03309767361300265,4.866156666590916,0,5,34.52524149166258,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
casablanca,26867,7.960920890783509,26796.429588033632,35.09394210855478,21.239803660348844,0.3165500907670464,0.02872553307709729,5.9304696828342305,0,5,29.630851568033307,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
catemu,13998,1.0420258011299912,13983.815695719119,8.866582045766739,4.165076537908709,0.005132721508740515,0,0.1054871745668086,0,5,7.444104880197107,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
concon,42152,14.913168301153714,42043.91743727183,46.04876111669726,31.21558941059126,0.8845553945627262,0.0845671598520879,14.935921345314428,0,5,35.37950346639238,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
el quisco,15955,10.097931926768716,15911.957431734525,7.6878592850017355,15.515651175798467,0.8330382766143604,0.0749803980834474,8.913107203208256,4.4243504346777094e-15,5,63.29007788635986,4.46248055030483,0.09999999999999999,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
el tabo,13286,5.834264380554262,13244.47939305416,17.71881070788907,12.034557710743687,0.419730803471703,0.037447962864654565,5.475795380316441,0,5,43.9128735552782,11.549922201219323,0.39999999999999997,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
hijuelas,17988,1.5583433551983734,17967.025015042702,13.040610975767493,6.210396299709099,0.007661650661184966,0,0.1579726759628322,0,5,8.663238576819955,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
juan fernandez,926,0.1567797154715618,924.1163482198343,1.1163751684328709,0.5943009922084647,7.710887287605453e-4,0,0.015424815323897207,0,5,16.930854802544474,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
la ligua,35390,2.868775306233069,35350.28895995855,23.514110462324417,11.021251999967133,0.014374488340792108,0,2.2925277845948036,0,5,8.106174925778664,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
limache,46121,23.40564224656594,45989.17874051093,35.75538260513226,45.00287088183924,1.6097822832979298,0.15183241480894213,25.895749057437357,3.697079611782925e-14,5,50.748340770074236,6.82496110060966,0.19999999999999998,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
llaillay,24608,5.324231482490518,24569.800409047413,16.47274547254902,11.402888453355686,0.30572443701887153,0.028888648889218976,4.705112458285241,0,5,21.63618125199333,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
los andes,66708,14.189537784943653,66573.17199029592,69.51403586135152,37.77228257886073,0.6237967552135721,0.05740298510204446,12.670953738617843,0,5,21.271118583893465,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
nogales,22120,1.6309019686007522,22095.93023084697,15.502294524366318,6.762306979788163,0.00803108606314395,0,0.16623459421039438,0,5,7.372974541594719,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
olmue,17516,4.043550671866724,17481.80459130394,16.617685707898314,10.906325259700532,0.1821619498587137,0.016166774646473158,2.4495183320951166,0,5,23.08489764710393,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
panquehue,7273,0.8643583977865683,7261.790919173182,6.8785648321614055,3.3733799086340266,0.004257867244214355,0,0.08851982099140263,0,5,11.884482301479009,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
papudo,6356,0.2823294214870713,6352.331961246068,2.2761231313670183,1.079411444776341,0.0013910316004789734,0,0.028783724700533905,0,5,4.441935517417736,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
petorca,9826,9.018266943607431,9792.641431122836,1.6777934000802834,9.762232565692925,0.8338603150979509,0.07919926050322657,11.98721639218242,1.676287278514191e-15,5,91.77963508658081,2.395310068788104,0.024999999999999998,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
puchuncavi,18546,0.5720144853008515,18536.074917126578,6.773473067144213,2.5191313246857825,0.0028232404948525143,0,0.057640755796425865,0,5,3.084301117765834,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
putaendo,16754,2.557127913729973,16733.614567228487,8.929651928699183,5.4213607766058765,0.168589820164676,0.015688070249053644,3.293014262062526,0,5,15.262790460367514,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
quillota,90517,31.17074600259938,90274.85406790173,104.58549804613313,71.71315224547712,1.7512619808169498,0.16350756546003908,32.76176625779065,0,5,34.43634455693337,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
quilpue,151708,32.90103181220783,151419.0440445926,138.87121749399572,79.43857753137527,1.8641608002155212,0.1715208692223942,35.70944690037305,0,5,21.687077683581506,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
quintero,31923,4.730565171695382,31868.595001345468,29.30427533866738,14.645572305384766,0.16852526197257056,0.014859464028596892,5.5412011127917955,0,5,14.81867359488576,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
rinconada,10207,4.449798971940894,10181.472135631715,8.247548318618934,7.909287152836947,0.2837015472996187,0.027529960990955216,4.649998416597587,0,5,43.595561594404764,11.549922201219323,0.39999999999999997,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
san antonio,91350,46.965930260609824,90954.77511970451,192.30851859488092,113.7979594877317,2.376625779736261,0.22033930131396168,39.55550687121521,0,5,51.41316941500802,11.549922201219323,0.39999999999999997,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
san esteban,18855,1.1111472389183896,18837.501572929214,11.529269935546422,4.740069892946436,0.005464174472745996,0,0.11247582890191794,0,5,5.893117151516253,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
san felipe,76844,12.980658525928934,76703.72252404175,77.62899288049798,38.62193226901229,0.4695295910205913,0.042287989113870654,10.534074702677259,0,5,16.892221287190846,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
santa maria,15241,0.7980346836593047,15226.43342981951,8.287377215753994,3.396330190808215,0.003927136244161409,0,2.0809009540239516,0,5,5.236104479097859,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
santo domingo,10900,13.020938928543877,10849.124128936877,3.3312221974185325,14.798228751712157,1.1062223799045838,0.10602236718246981,18.51323643836179,2.058401518778183e-15,5,119.45815530774199,2.395310068788104,0.024999999999999998,0.5,2020-04-19,Cuarentena,Cuarentena dinámica
valparaiso,296655,71.03044190258215,295939.2074363468,372.97271751598674,196.16518901487794,3.123462613600392,0.28348398257006796,72.2172686235493,0,5,23.943787194748833,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
villa alemana,126548,16.537771984199846,126370.95258759477,93.18516896260854,48.69459729536222,0.6562841575174315,0.05898251960263563,17.914607485930265,0,5,13.068378784492717,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
viña del mar,334248,119.44908441455978,333139.2069618927,552.4538547371615,304.5048307363437,6.34137397757713,0.5789693744873166,125.46492486713913,0,5,35.73666391857536,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
zapallar,7339,0.23071754140696205,7335.671037694015,2.1531739653162685,0.9208166212803874,0.0011415841877218474,0,0.023112593794618264,0,5,3.1437190544619433,11.549922201219323,0.39999999999999997,0,2020-04-19, Sin cuarentena,Cuarentena dinámica
algarrobo,13817,8.130758353830137,13765.370126644091,12.926090695045108,16.41885948400284,0.531870432741109,0.06013539846782854,13.562158991819912,3.313295817317946e-15,6,58.846047288341445,6.82496110060966,0.19999999999999998,0.5,2020-04-20,Cuarentena,Cuarentena dinámica
cabildo,19388,1.5766209199515413,19371.988505566747,9.470033932006494,4.5862722995611644,0.017634260901234603,2.937997272213539e-4,0.360639221103333,0,6,8.13194202574552,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
calera,50554,18.944555825744093,50395.4331334579,72.84483605938095,43.03920377084592,1.040864705789864,0.12080805256865883,22.576598127778546,0,6,37.47390083028859,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
calle larga,14832,5.770676290600341,14793.346766298235,15.06503051184828,11.074176583340797,0.3733260217067685,0.04519422609949949,6.364830068170976,0,6,38.906932919365836,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
cartagena,22738,12.058618288889198,22642.74003005372,44.81048547436672,30.365805656624712,0.521039257913396,0.05549585711443626,7.488525411377521,0,6,53.03288894752924,11.549922201219323,0.39999999999999997,0.5,2020-04-20,Cuarentena,Cuarentena dinámica
casablanca,26867,12.113328644251604,26771.58854998739,44.93756899729537,29.23600293886434,0.4514950587220327,0.04771853852312007,8.62533583495167,0,6,45.08627179905313,11.549922201219323,0.39999999999999997,0.5,2020-04-20,Cuarentena,Cuarentena dinámica
catemu,13998,2.121003851209518,13975.82312515703,13.070014981458803,6.5323538146603894,0.020676264123689912,3.0796329052443087e-4,0.43251796822617067,0,6,15.152192107511915,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
concon,42152,19.19836895621383,42002.418158625784,67.86908202056838,40.998644274684054,1.1512259902866715,0.13764048352585148,20.226879648942127,0,6,45.54557068754466,11.549922201219323,0.39999999999999997,0.5,2020-04-20,Cuarentena,Cuarentena dinámica
el quisco,15955,11.33117577395696,15911.570685466364,4.789195602308094,13.89955970328059,1.0712411652993465,0.12496269468030902,12.293179594111484,4.424353417041108e-15,6,71.0195911874457,3.2812402751524155,0.049999999999999996,0.5,2020-04-20,Cuarentena,Cuarentena dinámica
el tabo,13286,7.686372452870728,13241.36254493045,13.263517503440243,15.676506226893492,0.5499335400217712,0.06263181107295675,7.39849353524952,3.0648462544750927e-15,6,57.85317215769026,6.82496110060966,0.19999999999999998,0.5,2020-04-20,Cuarentena,Cuarentena dinámica
hijuelas,17988,3.164168518300692,17955.374060072143,19.118655272924418,9.66421193992626,0.0308633398568528,4.5969903967109794e-4,0.6475811578129254,0,6,17.59044095119353,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
juan fernandez,926,0.3107502782776455,923.2504477130014,1.5051922699524263,0.8667786391427591,0.003113136201282343,4.626532372563271e-5,0.0636716981004645,0,6,33.55834538635481,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
la ligua,35390,5.6994448961549,35327.43770029039,36.316604975641376,17.299664677968632,0.05730272839782204,8.624693004475264e-4,3.1884199621534903,0,6,16.10467616884685,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
limache,46121,28.653808660520106,45982.01865226921,27.635392810470922,46.176130739578845,2.0693284886784804,0.24841935180681796,34.19826767974648,3.6958571389716895e-14,6,62.12746614453309,4.46248055030483,0.09999999999999999,0.5,2020-04-20,Cuarentena,Cuarentena dinámica
llaillay,24608,6.984686904325947,24555.37549906989,23.85802063274283,14.79942050107465,0.4021264651651295,0.04723211511035127,6.5730143116921,0,6,28.38380569053132,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
los andes,66708,21.49042569815922,66511.31900342465,101.66016980041124,55.06388770778622,0.867452713269417,0.0948307904148588,17.50422986530963,0,6,32.2156648350411,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
nogales,22120,3.3960512430498815,22080.832910563753,23.974702617684912,11.083093759196474,0.03232745338012445,4.8186516378863705e-4,0.6804324977723217,0,6,15.352853720840335,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
olmue,17516,6.218702108574198,17469.446633642936,21.87406828005552,14.398251416614713,0.25646055902649734,0.027096491637995976,3.798787501159589,0,6,35.50298075230759,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
panquehue,7273,1.7271119993572164,7255.841484304387,9.88844208037442,5.164096903541831,0.01711261491245692,2.554720346528613e-4,0.3614966253918515,0,6,23.746899482431136,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
papudo,6356,0.5570604424446559,6350.086060405573,3.5493217789702456,1.6841565723874479,0.005594181915333106,8.346189602873841e-5,0.11772315681284798,0,6,8.764324141671741,11.549922201219323,0.39999999999999997,0,2020-04-20, Sin cuarentena,Cuarentena dinámica
