Comuna,Poblacion,Infectados,Suceptibles,Expuestos,Asintomaticos,UCI,Muerto,Recuperados,Cuarentenados,Time,Prevalencia,K_g,p_G,K_0,Fecha,Cuarentena,Estrategia
viña del mar,334248,5.554462726226578,332312.31356709765,0.0042031361536373915,1.3794487352479823,14.966523749056394,43.18949582973831,1870.5922987258693,0,29,1.6617788965757694,2.1011535549562037,4.8828124999999996e-5,0,2020-05-13, Sin cuarentena,Cuarentena dinámica
zapallar,7339,0.3083632523664804,7306.724568572747,5.018156613218149e-4,0.05395500764008654,0.37870232908449,0.6046260145408558,30.92928300796051,0,29,4.201706668026712,2.1023071099124073,9.765624999999999e-5,0,2020-05-13, Sin cuarentena,Cuarentena dinámica
algarrobo,13817,0.0539061264127911,13764.518375072454,2.295494772695423e-5,0.01858941460509171,0.29288071931823983,1.310294902103204,50.80593081015527,0,30,0.3901434928913013,2.109228439649628,3.9062499999999997e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
cabildo,19388,0.5652266683264277,19304.320705908645,7.281143054382002e-4,0.11039870990284939,0.8622309779259031,1.618919606995751,80.52179001389209,0,30,2.9153428323005346,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
calera,50554,0.5629813417704718,50320.50534568787,3.895963475521764e-4,0.14799772030055658,1.6574269714187067,5.194259474364576,225.93159920794454,0,30,1.1136237325839138,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
calle larga,14832,0.12839737982359922,14775.771311121616,8.940188859422607e-5,0.037142120692850555,0.3930752015020721,1.3251661920850824,54.38481858238893,0,30,0.8656781271817641,2.104614219824814,1.9531249999999998e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
cartagena,22738,0.17695101926379386,22635.816239356056,9.242147286532176e-5,0.04864548764225385,0.6851917767005449,2.4486021632480885,98.86427777562173,0,30,0.778217166258219,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
casablanca,26867,0.19867214829834745,26759.706942927736,1.1200647705337927e-4,0.054036030627728736,0.7071361810516759,2.422457547942099,103.91064315786376,0,30,0.7394653228806621,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
catemu,13998,0.19212756829380512,13945.737208670926,1.6146946549586348e-4,0.0399524953446141,0.43741602635991506,1.063208095134625,50.5299256744757,0,30,1.3725358500771907,2.104614219824814,1.9531249999999998e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
concon,42152,0.33191479233618526,41978.176701976015,2.0322105372604966e-4,0.10101887640122441,1.152127549468989,4.114908062593021,168.123125522145,0,30,0.7874235916117508,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
el quisco,15955,0.027692945732457105,15911.450624472824,7.959578752617866e-6,0.02001607420249784,0.2837083201665271,1.6560119421210475,41.64193828537862,0,30,0.17356907384805456,2.1184568792992566,7.812499999999999e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
el tabo,13286,0.0546419511935024,13240.353440334738,2.381330198938836e-5,0.01803327492372162,0.29577511034249254,1.3228299800388814,43.955255535461006,0,30,0.411274658990685,2.104614219824814,1.9531249999999998e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
hijuelas,17988,0.2578197392938196,17915.542378381917,2.129506948750553e-4,0.054422175260288766,0.5980326399544649,1.4753106301824495,70.07182348269478,0,30,1.4332874099056017,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
juan fernandez,926,0.009477726419840708,922.0102558687,5.6986202039893485e-6,0.0016014327177169224,0.029334045560732734,0.08498013243590574,3.864345095545177,0,30,1.0235125723370095,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
la ligua,35390,0.7764580128326962,35212.05882880344,7.617045614635477e-4,0.1490812352346361,1.5686780636272597,3.551444767070822,171.8947474132267,0,30,2.1940039921805488,2.1011535549562037,4.8828124999999996e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
limache,46121,0.14140353423165863,45977.17073779848,6.08363880172884e-5,0.07698766750899684,0.8230203905157409,4.0519144527291155,138.7358753201518,0,30,0.3065925158423682,2.109228439649628,3.9062499999999997e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
llaillay,24608,0.3399272064211559,24502.489752183585,2.777988923860233e-4,0.07937647146661489,0.8370348261945043,2.3371809653279527,101.95645054811153,0,30,1.3813686866919535,2.104614219824814,1.9531249999999998e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
los andes,66708,0.964852049616277,66371.09617014404,7.246040041680501e-4,0.21944957319991762,2.5563888808175093,7.233501183194691,325.9289135651374,0,30,1.4463813180072511,2.1011535549562037,4.8828124999999996e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
nogales,22120,0.38159614598530245,22022.77036241675,3.422059258203578e-4,0.08264311586085271,0.8286311086288128,1.9625415121750935,93.9738834946631,0,30,1.7251182006568826,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
olmue,17516,0.15241969506436023,17449.843884090496,9.776099704373167e-5,0.03662558768688637,0.4802684720714919,1.520485538428764,63.98621885525817,0,30,0.8701740983350094,2.104614219824814,1.9531249999999998e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
panquehue,7273,0.10373075454642634,7240.689698746225,8.230635151461972e-5,0.02239967681908528,0.25595437133145177,0.6625615888546105,31.26557255587199,0,30,1.4262443908487057,2.1011535549562037,4.8828124999999996e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
papudo,6356,0.2019020188930272,6325.7285135257525,2.6034769492692847e-4,0.03980247280742674,0.31081620783514247,0.5862284683112653,29.13247695870385,0,30,3.1765578806329007,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
petorca,9826,0.011774852281451267,9792.570902090258,1.981444603687707e-6,0.020807199903202386,0.18793492913961754,1.2822321391911258,31.926346807784128,0,30,0.11983362794068052,2.104614219824814,3.9062499999999997e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
puchuncavi,18546,0.6591887663232019,18447.98321009696,8.365557400521647e-4,0.12408027202182303,1.0159286328491788,1.898172680285921,94.31858299582134,0,30,3.554344690624403,2.1011535549562037,4.8828124999999996e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
putaendo,16754,0.3478449065250935,16674.374869225077,3.475020231587313e-4,0.07288475095424671,0.7033457958755116,1.6970057367668925,76.8037020827732,0,30,2.076190202489516,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
quillota,90517,0.6702505253172799,90146.05068718278,3.8909440707812884e-4,0.19997134198070632,2.426070942796853,8.743066511938421,358.90956440078435,0,30,0.7404692216017764,2.104614219824814,1.9531249999999998e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
quilpue,151708,1.7034092738795938,151050.75066315546,0.0011936594875103775,0.4082272094710689,4.870361754278075,14.677794552999165,635.5883503943178,0,30,1.1228209941991152,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
quintero,31923,0.5742775894407917,31758.389494521613,4.9759689395315e-4,0.12754937755274623,1.3274927862720438,3.390918334665382,159.18976979357194,0,30,1.7989461812511094,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
rinconada,10207,0.03659368726195103,10177.351050650788,1.940103189590746e-5,0.01727111972041817,0.17201253694507315,0.7790592898324976,28.683993314416146,0,30,0.35851559970560426,2.1184568792992566,7.812499999999999e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
san antonio,91350,0.5683909674800202,90913.8328989914,2.5029818208927994e-4,0.19723709168636921,2.6238249606586352,10.655187691385818,422.1222099992321,0,30,0.6222123344061523,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
san esteban,18855,0.4347340600765029,18762.844939434148,4.347046622386459e-4,0.08714721789631803,0.8407367618672156,1.8375039931072061,88.95450382823887,0,30,2.3056699022885327,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
san felipe,76844,1.1851931586707214,76456.35323460573,9.188726218800026e-4,0.2695159831203912,3.004454201774281,8.129140067320547,375.0575431107446,0,30,1.5423366283258566,2.1011535549562037,4.8828124999999996e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
santa maria,15241,0.3313998281025568,15170.130921719514,3.3491560326140245e-4,0.06654467463414673,0.6332979263413052,1.3711914382060033,68.46630949759772,0,30,2.174396877518252,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
santo domingo,10900,0.019142860084176885,10848.949651513605,3.3255206696554918e-6,0.03005333259330656,0.26242983672041986,1.7520355396882688,48.986683591792534,0,30,0.17562256957960445,2.1023071099124073,1.9531249999999998e-4,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
valparaiso,296655,4.005949071022518,295050.65732796234,0.0026640942608886086,0.9619271412064239,11.693879579007953,34.71799219013811,1552.960259961768,0,30,1.3503730161374383,2.1011535549562037,4.8828124999999996e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
villa alemana,126548,1.756049800866693,126011.79986901666,0.0013989696508168701,0.3915928275627369,4.264386507956329,11.17445351119759,518.612249366062,0,30,1.3876551196910996,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
viña del mar,334248,3.9772814302836847,332312.3135670581,0.0024069636633818245,1.0520794774954134,13.286656342484063,44.0874872546817,1873.280521473225,0,30,1.1899192905518312,2.1011535549562037,4.8828124999999996e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
zapallar,7339,0.22269300712492054,7306.724568570538,2.8736673303151906e-4,0.03917109465096858,0.3388463367482842,0.6273481542859253,31.047085469919644,0,30,3.034378077734304,2.1023071099124073,9.765624999999999e-5,0,2020-05-14, Sin cuarentena,Cuarentena dinámica
algarrobo,13817,2,13797.3,5.58,5.12,0.04,0,6.959999999999999,0,1,14.474922197293191,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
cabildo,19388,0,19388,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
calera,50554,5,50516.25,13.95,12.8,0.1,0,5.9,0,1,9.890414210547139,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
calle larga,14832,2,14819.3,5.58,5.12,0.04,0,0,0,1,13.484358144552319,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
cartagena,22738,2,22725.3,5.58,5.12,0.04,0,0,0,1,8.795848359574281,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
casablanca,26867,2,26853.3,5.58,5.12,0.04,0,0.96,0,1,7.444076376223621,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
catemu,13998,0,13998,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
concon,42152,6,42112.9,16.740000000000002,15.36,0.12,0,0.88,0,1,14.234200037957867,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
el quisco,15955,4,15929.6,11.16,10.24,0.08,0,0,0,1,25.070510811657787,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
el tabo,13286,2,13272.3,5.58,5.12,0.04,0,0.96,0,1,15.053439710973956,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
hijuelas,17988,0,17988,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
juan fernandez,926,0,926,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
la ligua,35390,0,35388,0,0,0,0,2,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
limache,46121,10,46054.5,27.9,25.6,0.2,0,2.8,0,1,21.68209709243078,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
llaillay,24608,2,24595.300000000003,5.58,5.12,0.04,0,0,0,1,8.12743823146944,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
los andes,66708,4,66679.6,11.16,10.24,0.08,0,2.92,0,1,5.996282304970919,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
nogales,22120,0,22120,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
olmue,17516,1,17509.65,2.79,2.56,0.02,0,0,0,1,5.709065996802924,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
panquehue,7273,0,7273,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
papudo,6356,0,6356,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
petorca,9826,5,9793.25,13.95,12.8,0.1,0,0.9000000000000001,0,1,50.885406065540415,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
puchuncavi,18546,0,18546,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
putaendo,16754,1,16746.65,2.79,2.56,0.02,0,0.98,0,1,5.968723886832994,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
quillota,90517,11.000000000000002,90440.15,30.690000000000005,28.16,0.22,0,6.780000000000001,0,1,12.15241335881658,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
quilpue,151708,11,151628.15,30.69,28.16,0.22,0,9.78,0,1,7.250771218393228,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
quintero,31923,1,31913.65,2.79,2.56,0.02,0,2.98,0,1,3.132537668765467,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
rinconada,10207,2,10194.3,5.58,5.12,0.04,0,0,0,1,19.594396002743217,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
san antonio,91350,15,91250.75,41.85,38.4,0.3,0,3.6999999999999997,0,1,16.420361247947454,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
san esteban,18855,0,18855,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
san felipe,76844,3,76821.95,8.370000000000001,7.68,0.06,0,2.94,0,1,3.9040133256988185,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
santa maria,15241,0,15239,0,0,0,0,2,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
santo domingo,10900,7,10852.55,19.53,17.92,0.14,0,2.86,0,1,64.22018348623853,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
valparaiso,296655,19,296508.35,53.01,48.64,0.38,0,25.62,0,1,6.404746254066172,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
villa alemana,126548,4,126514.6,11.16,10.24,0.08,0,7.92,0,1,3.160855959793912,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
viña del mar,334248,37,333975.05,103.23,94.72,0.74,0,37.26,0,1,11.06962494913956,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
zapallar,7339,0,7339,0,0,0,0,0,0,1,0,11.549922201219323,0.39999999999999997,0,2020-04-15, Sin cuarentena,Cuarentena nacional
algarrobo,13817,2.546804849618255,13791.937332883175,8.558051732207906,5.937934657454971,0.09614456900919156,0.0024,7.921331308532967,0,2,18.43240102495661,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
cabildo,19388,0,19379.94790662334,8.05209337665689,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
calera,50554,5.9988012172949805,50504.490982818475,19.74747871998805,14.977930404033014,0.20537626201685327,0.006,8.573430578193614,0,2,11.866125761156349,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
calle larga,14832,2.3906592669355176,14816.403955325282,6.091429290103069,5.99437514410921,0.07867409722222223,0.0024,1.0785068763484358,0,2,16.11825287847571,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
cartagena,22738,2.4628938853235858,22715.032991703876,13.462392911510237,5.9682651706789045,0.08994543891283314,0.0024,1.0211108897000616,0,2,10.831620570514495,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
casablanca,26867,2.4198279325736882,26843.24288387312,13.25250074226295,5.983831818736898,0.08054905683552313,0.0024000000000000002,2.0180065764692747,0,2,9.006691973698919,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
catemu,13998,0,13995.718711189456,2.2812888105438756,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
concon,42152,7.213797488916598,42102.65513036247,19.83102348368026,17.968009259919118,0.23821314955399506,0.0072,4.0866262554564425,0,2,17.113772748426168,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
el quisco,15955,5.092259003378592,15923.424361500716,12.566407730053054,11.876357538337292,0.1987045314948292,0.0048,1.9171096960200564,0,2,31.916383599991175,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
el tabo,13286,2.5728191638159803,13267.499693439911,7.9956911754724755,5.928531506062088,0.09923886647598976,0.0024,1.9016258482613277,0,2,19.364889084871145,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
hijuelas,17988,0,17984.585149714116,3.4148502858844294,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
juan fernandez,926,0,925.6499170243569,0.3500829756430404,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
la ligua,35390,0,35379.921784923856,8.078215076149052,0,0,0,2,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
limache,46121,12.065234782633748,46040.77963167227,29.697291404656614,29.93141437434964,0.4204742828646386,0.012,8.093953483228898,0,2,26.159959200003794,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
llaillay,24608,2.4123941218309173,24591.14775336063,7.347631254756732,5.986518848935313,0.08090716393042914,0.0024000000000000002,1.0623952499187257,0,2,9.803292107570373,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
los andes,66708,4.853661903988637,66663.66887333781,22.321895892954835,11.962601005315289,0.1609826929303832,0.0048000000000000004,5.027185166996462,0,2,7.275981747299629,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
nogales,22120,0,22116.355707574443,3.644292425556124,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
olmue,17516,1.2307612287034828,17504.646158283304,6.601534024387857,2.9843804439650228,0.044149041733272436,0.0012000000000000001,0.5118169779059145,0,2,7.02649708097444,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
panquehue,7273,0,7271.095679927832,1.9043200721691034,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
papudo,6356,0,6355.3583939213095,0.6416060786908426,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
petorca,9826,6.234347806128863,9788.54258806403,12.695873474431467,14.892789576638993,0.21715150620801957,0.006,3.411249572562589,0,2,63.44746393373563,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
puchuncavi,18546,0,18544.74065697745,1.2593430225504187,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
putaendo,16754,1.222084864546626,16744.8231717143,3.4245205933954432,2.9875166083507763,0.04312354124388206,0.0012,1.4983826781664078,0,2,7.294287122756511,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
quillota,90517,13.297070970481977,90413.2999640967,44.42465128791156,32.91540626286391,0.4549323240938167,0.0132,12.594775057944918,0,2,14.69013662680157,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
quilpue,151708,13.450953167777953,151598.07085705057,47.653758334024374,32.85978390100398,0.4720915414480449,0.0132,15.479356005154639,0,2,8.866344008079965,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
quintero,31923,1.2007108746116604,31907.003241958566,8.244450349130423,2.995242465034941,0.04135377220186073,0.0012,3.5138005804592303,0,2,3.7612720440173555,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
rinconada,10207,2.3939101708945296,10191.991283221332,5.504101394052683,5.9932000701919055,0.0779913990398746,0.0024000000000000002,1.0771137444890762,0,2,23.45361194175105,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
san antonio,91350,18.257572496843487,91194.36426170303,80.35112291235609,44.839388946885194,0.6145934318555007,0.017999999999999995,11.555060509031199,0,2,19.98639572725067,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
san esteban,18855,0,18852.566537028488,2.433462971510707,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
san felipe,76844,3.6013488963987,76804.68958693207,22.053489991002934,8.986010681747635,0.11912071996512416,0.0036,4.546842778811618,0,2,4.686571360677086,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
santa maria,15241,0,15237.24709980263,1.7529001973710872,0,0,0,2,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
santo domingo,10900,8.711423749515344,10847.015046284152,16.718799869694603,20.855928491133916,0.29354853211009174,0.0084,6.396853073394496,0,2,79.92131880289307,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
valparaiso,296655,22.973194187297416,296424.0782588119,114.62789503424867,56.85188606002432,0.7880783323220577,0.0228,35.657887574202356,0,2,7.744077863948835,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
villa alemana,126548,4.8159195585415375,126493.34806287992,27.6427063508528,11.976243378720337,0.16442184293706735,0.0048,10.04784598903183,0,2,3.8056070096260215,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
viña del mar,334248,45.080842193401814,333853.83609942056,180.32851596400258,110.58738080097086,1.5924719938937555,0.044399999999999995,56.53028962711819,0,2,13.487243661413624,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
zapallar,7339,0,7338.4880058030485,0.5119941969515273,0,0,0,0,0,2,0,11.549922201219323,0.39999999999999997,0,2020-04-16, Sin cuarentena,Cuarentena nacional
algarrobo,13817,3.343889217846519,13785.296662351237,11.541435199099473,7.802481738666736,0.17988726483732018,0.008168674140551493,8.827475554170372,0,3,24.201268132347973,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
cabildo,19388,0,19369.966734711667,14.592199742751697,3.4410655455798675,0,0,0,0,3,0,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
calera,50554,7.865383353006967,50489.9218747574,25.87749331098671,19.057416059392207,0.3627571424403714,0.018322575721011196,10.896752801058273,0,3,15.558379857196199,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
calle larga,14832,3.1342567551074016,14812.820514706453,7.071694998631211,6.856648760272828,0.1365171633859981,0.007120445833333333,2.0132471703162818,0,3,21.131720301425307,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
cartagena,22738,3.231234976889561,22702.34338753413,20.39883771735993,9.956542107548302,0.1644410365278538,0.007796726334769988,1.9377599012081625,0,3,14.210726435436543,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
casablanca,26867,3.173416999716867,26830.825746365008,20.006176394707698,9.896708690336267,0.14119653535833981,0.0072329434101313875,2.949522071461707,0,3,11.811579259749385,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
catemu,13998,0,13992.896475428119,4.128614823784913,0.9749097480956734,0,0,0,0,3,0,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
concon,42152,9.458915076202336,42089.977236720755,24.034120764854304,21.20621804184135,0.41503472860780305,0.021492788973239703,6.886981878768544,0,3,22.440014889453256,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
el quisco,15955,6.685965065796547,15915.769058759308,14.851450757764546,13.66158570117246,0.37558323844899744,0.01672227188968975,3.719634205620962,0,3,41.90513986710465,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
el tabo,13286,3.378814603874369,13261.555155224532,10.523267350052022,7.544117084568418,0.18756551414929715,0.008354331988559385,2.8027258908349455,0,3,25.43139096699058,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
hijuelas,17988,0,17980.360394547104,6.180267723885235,1.45933772901044,0,0,0,0,3,0,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
juan fernandez,926,0,925.2138018134181,0.636590077332759,0.1496081092491626,0,0,0,0,3,0,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
la ligua,35390,0,35369.92121611857,14.62655521641485,3.452228665020963,0,0,2,0,3,0,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
limache,46121,15.821566173009135,46023.796506023005,33.98926688098525,33.880895690256395,0.749609843980575,0.03722845697187832,12.724926931789119,0,3,34.30447339175026,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
llaillay,24608,3.163436774680915,24586.00284669646,9.352524562191514,7.378415168510865,0.1420642602359314,0.007254429835825749,1.9934581080854952,0,3,12.855318492689024,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
los andes,66708,6.365637736081724,66643.93754514409,32.51395233754752,17.996052928851213,0.28213661627192727,0.014458961575822993,6.890216275576083,0,3,9.542540229180494,11.549922201219323,0.39999999999999997,0,2020-04-17, Sin cuarentena,Cuarentena nacional
